Row	Type	Prefix	Name	Label	Domain	Dispostion	Yes/No	DispComment	Definitions	Editor Note	Example	Status	Human Friendly Name	Name of editor	Alternative Name	Citation
718	O	obo:	ERO_0000033	has expertise in technique	VIVO	M	no		Technique in which the person is proficient. 		Brian Druker has expertise in cancer research.	http://purl.obolibrary.org/obo/IAO_0000120	has expertise	PERSON: Melissa Haendel		PERSON: Melissa Haendel
719	O	obo:	ERO_0000034	manufacturer	ORG	D	no		Organization or person that created the resource.		Santa Cruz Biotechnology is the manufacturer of many antibodies.	http://purl.obolibrary.org/obo/IAO_0000120	has manufacturer	PERSON: Melissa Haendel		PERSON: Melissa Haendel
720	O	obo:	ERO_0000037	contact or provider for service	NA	N	no	Not in domain	Service offered by the organization.		A core lab providing cell sorting to individual labs.	http://purl.obolibrary.org/obo/IAO_0000120	provides services	PERSON: Melissa Haendel		PERSON: Melissa Haendel
721	O	obo:	ERO_0000038	specifies the use of	NA	N	no	Not in domain	"Instruments, techniques, reagents, organisms, or software that are referenced in a protocol."		A protocol can specify the use of a flow cytometer.	http://purl.obolibrary.org/obo/IAO_0000120	specifies the use of	PERSON: Melissa Haendel		PERSON: Melissa Haendel
722	O	obo:	ERO_0000070	used by	ERO	R	yes		Laboratory that uses the protocol or software.		A laboratory uses Microsoft Word.	http://purl.obolibrary.org/obo/IAO_0000120	used by	PERSON: Melissa Haendel		PERSON: Melissa Haendel
723	O	obo:	ERO_0000390	service provided by	NA	N	no	Not in domain	Organization or laboratory performing the service.		A core laboratory provides a service.	http://purl.obolibrary.org/obo/IAO_0000120	service provided by	PERSON: Melissa Haendel		PERSON: Melissa Haendel
724	O	obo:	ERO_0000397	performs technique	VIVO	R	yes		Technique carried out by the person or laboratory.		A cancer researcher performs apoptosis assays.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Melissa Haendel		PERSON: Melissa Haendel
725	O	obo:	ERO_0000398	is performed by	VIVO	R	yes	inferred	Person or laboratory that performs the service or technique.		Confocal microscopy is performed by a confocal core laboratory.	http://purl.obolibrary.org/obo/IAO_0000120	is performed by	PERSON: Melissa Haendel		PERSON: Melissa Haendel
726	O	obo:	ERO_0000460	has documentation	VIVO	R	yes		Document that contains relevant resource information.		An antibody has documentation describing attributes of the antibody.	http://purl.obolibrary.org/obo/IAO_0000120	has documentation	PERSON: Melissa Haendel		PERSON: Melissa Haendel
727	O	obo:	ERO_0000481	realizes protocol	OBI	R	yes	Find in OBI	Protocol used to perform the service.		A sequencing protocol used for next generation sequencing.	http://purl.obolibrary.org/obo/IAO_0000120	realizes protocol	PERSON: Melissa Haendel		PERSON: Melissa Haendel
728	O	obo:	ERO_0000482	uses software	SWO	R	yes		Software used to perform the service.		Sequence analysis software.	http://purl.obolibrary.org/obo/IAO_0000120	uses software	PERSON: Melissa Haendel		PERSON: Melissa Haendel
729	O	obo:	ERO_0000543	related technique	NA	N	no	Not in domain	Method in which the resource can be used.		Flow cytometry is a related technique for a flow cytometer instrument.	http://purl.obolibrary.org/obo/IAO_0000120	related technique	PERSON: Melissa Haendel		PERSON: Melissa Haendel
730	O	obo:	ERO_0000572	used to study	VIVO	M	no		Biological process studied in the organism.		A study of hibernation in bears.	http://purl.obolibrary.org/obo/IAO_0000120	used to study	PERSON: Melissa Haendel		PERSON: Melissa Haendel
731	O	obo:	ERO_0000775	has residency requirement	NA	N	no		US residency status of applicants that may apply for the student research opportunity.		A research opportunity requires applicants to be US citizens.	http://purl.obolibrary.org/obo/IAO_0000120	has residency requirement	PERSON: Melissa Haendel		PERSON: Melissa Haendel
732	O	obo:	ERO_0000918	related research project	RAO	R	yes		Research project during which the biological specimen was collected.		A research project studying breast cancer.	http://purl.obolibrary.org/obo/IAO_0000120	related research project	PERSON: Melissa Haendel		PERSON: Melissa Haendel
733	O	obo:	ERO_0000919	related biological specimen	NA	N	no		Biological specimen collected as part of the research project.		A breast cancer specimen.	http://purl.obolibrary.org/obo/IAO_0000120	related biological specimen	PERSON: Melissa Haendel		PERSON: Melissa Haendel
734	O	obo:	ERO_0001518	has phase	OBI	R	yes		Phase of a clinical trial to evaluate risk and to clinically evaluate the efficacy of drugs or biologicals.		Phase 1 clinical trial.	http://purl.obolibrary.org/obo/IAO_0000120	has phase	PERSON: Melissa Haendel		PERSON: Melissa Haendel
735	O	obo:	ERO_0001520	performs human study	OBI	R	yes		Human study performed by the organization.		The Jackson Heart Institute performs human studies on heart disease.	http://purl.obolibrary.org/obo/IAO_0000120	performs human study	PERSON: Melissa Haendel		PERSON: Melissa Haendel
736	O	obo:	ERO_0001521	performed by organization	ORG	M	no	Perhaps	Organization that performs the human study.		Jackson State University performs human studies on heart disease.	http://purl.obolibrary.org/obo/IAO_0000120	human study performed by	PERSON: Melissa Haendel		PERSON: Melissa Haendel
737	O	obo:	IAO_0000039	has measurement unit label	NA	N	no	Not in domain								
738	O	obo:	IAO_0000136	is about	IAO	K	yes		is_about is a (currently) primitive relation that relates an information artifact to an entity.	"7/6/2009 Alan Ruttenberg. Following discussion with Jonathan Rees, and introduction of \mentions\"" relation. Weaken the is_about relationship to be primitive. \n\nWe will try to build it back up by elaborating the various subproperties that are more precisely defined.\n\nSome currently missing phenomena that should be considered \""about\"" are predications - \""The only person who knows the answer is sitting beside me\"" , Allegory, Satire, and other literary forms that can be topical without explicitly mentioning the topic."""	This document is about information artifacts and their representations	http://purl.obolibrary.org/obo/IAO_0000125		person:Alan Ruttenberg		"Smith, Ceusters, Ruttenberg, 2000 years of philosophy"
739	O	obo:	IAO_0000142	mentions	IAO	K	yes									
740	O	obo:	IAO_0000221	is quality measurement of	IAO	K	yes		"m is a quality measurement of q at t when\nq is a quality \nthere is a measurement process p that has specified output m, a measurement datum, that is about q"	"This one is the one we are struggling with at the moment. The issue is what a measurement measures. On the one hand saying that it measures the quality would include it \measuring\"" the bearer = referring to the bearer in the measurement. However this makes comparisons of two different things not possible. On the other hand not having it inhere in the bearer, on the face of it, breaks the audit trail.\n\nWerner suggests a solution based on \""Magnitudes\"" a proposal for which we are awaiting details.|From the second IAO workshop [Alan Ruttenberg 8/6/2009: not completely current, though bringing in comparison is probably important]\n\nThis one is the one we are struggling with at the moment. The issue is what a measurement measures. On the one hand saying that it measures the quality would include it \""measuring\"" the bearer = referring to the bearer in the measurement. However this makes comparisons of two different things not possible. On the other hand not having it inhere in the bearer, on the face of it, breaks the audit trail.\n\nWerner suggests a solution based on \""Magnitudes\"" a proposal for which we are awaiting details.\n--\nFrom the second IAO workshop, various comments, [commented on by Alan Ruttenberg 8/6/2009]\n\nunit of measure is a quality, e.g. the length of a ruler.\n\n[We decided to hedge on what units of measure are, instead talking about measurement unit labels, which are the information content entities that are about whatever measurement units are. For IAO we need that information entity in any case. See the term measurement unit label]\n\n[Some struggling with the various subflavors of is_about. We subsequently removed the relation represents, and describes until and only when we have a better theory]\n\na represents b means either a denotes b or a describes\n\ndescribe:\na describes b means a is about b and a allows an inference of at least one quality of b\n\nWe have had a long discussion about denotes versus describes.|From the second meeting on IAO:\n\nAn attempt at defining assay using Barry's \""reliability\"" wording\n\nassay:\nprocess and has_input some material entity\nand has_output some information content entity \nand which is such that instances of this process type reliably generate \noutputs that describes the input.|From the second IAO workshop: An attempt at tieing the quality to the measurement datum more carefully.\n\na is a magnitude means a is a determinate quality particular inhering in some bearer b existing at a time t that can be represented/denoted by an information content entity e that has parts denoting a unit of measure, a number, and b. The unit of measure is an instance of the determinable quality.|8/6/2009 Alan Ruttenberg: The strategy is to be rather specific with this relationship. There are other kinds of measurements that are not of qualities, such as those that measure time. We will add these as separate properties for the moment and see about generalizing later"""				Alan Ruttenberg		
741	O	obo:	IAO_0000417	is quality measured as	IAO	K	yes		inverse of the relation of is quality measurement of	"2009/10/19 Alan Ruttenberg. Named 'junk' relation useful in restrictions, but not a real instance relationship"		http://purl.obolibrary.org/obo/IAO_0000120		Person:Alan Ruttenberg		
742	O	obo:	OBI_0000293	has specified input	OBI	Q	yes		A relation between a planned process and a continuant participating in that process that is not created during  the process. The presence of the continuant during the process is explicitly specified in the plan specification which the process realizes the concretization of.	8/17/09: specified inputs of one process are not necessarily specified inputs of a larger process that it is part of. This is in contrast to how 'has participant' works.	see is_input_of example_of_usage		has_specified_input	PERSON: Larry Hunter|PERSON: Bjoern Peters|PERSON: Alan Ruttenberg|PERSON: Melanie Coutot		
743	O	obo:	OBI_0000299	has specified output	OBI	Q	yes		A relation between a planned process and a continuant participating in that process. The presence of the continuant at the end of the process is explicitly specified in the objective specification which the process realizes the concretization of.				has_specified_output	PERSON: Melanie Courtot|PERSON: Bjoern Peters|PERSON: Alan Ruttenberg|PERSON: Larry Hunter		
744	O	obo:	OBI_0000304	manufactured by	OBI	M	no	Is this needed in our domain?	"c is_manufactured_by o means that there was a process p in which c was built in which a person, or set of people or machines did the work(bore the \Manufacturer Role\"", and those people/and or machines were members or of directed by the organization to do this."""		http://www.affymetrix.com/products/arrays/specific/hgu133.affx is_manufactered_by http://www.affymetrix.com/ (if we decide to use these URIs for the actual entities)		is_manufactured_by	Alan Ruttenberg|Liju Fan	has_manufacturer|has_make	
745	O	obo:	OBI_0000312	is specified output of	OBI	Q	yes		A relation between a planned process and a continuant participating in that process. The presence of the continuant at the end of the process is explicitly specified in the objective specification which the process realizes the concretization of.				is_specified_output_of	PERSON:Bjoern Peters|Alan Ruttenberg		
746	O	obo:	OBI_0000417	achieves planned objective	NA	N	no	Not in domain	This relation obtains between a planned process and a objective specification when the criteria specified in the objective specification are met at the end of the planned process.		A cell sorting process achieves the objective specification 'material separation objective'			"BP, AR, PPPB branch"		PPPB branch derived
747	O	obo:	OBI_0000643	has grain	NA	N	no	Not in domain	"the relation of the cells in the finger of the skin to the finger, in which an indeterminate number of grains are parts of the whole by virtue of being grains in a collective that is part of the whole, and in which removing one granular part does not nec- essarily damage or diminish the whole. Ontological Whether there is a fixed, or nearly fixed number of parts - e.g. fingers of the hand, chambers of the heart, or wheels of a car - such that there can be a notion of a single one being missing, or whether, by contrast, the number of parts is indeterminate - e.g., cells in the skin of the hand, red cells in blood, or rubber molecules in the tread of the tire of the wheel of the car."	"Discussion in Karslruhe with, among others, Alan Rector, Stefan Schulz, Marijke Keet, Melanie Courtot, and Alan Ruttenberg. Definition take from the definition of granular parthood in the cited paper. Needs work to put into standard form"			has grain	PERSON: Alan Ruttenberg		"PAPER: Granularity, scale and collectivity: When size does and does not matter, Alan Rector, Jeremy Rogers, Thomas Bittner, Journal of Biomedical Informatics 39 (2006) 333-349"
748	O	obo:	OBI_0000833	objective achieved by	NA	N	no	Not in domian	This relation obtains between a a objective specification and a planned process when the criteria specified in the objective specification are met at the end of the planned process.	definition needs clean up to indicate directionality						
749	O	obo:	RO_0000052	inheres in	BFO	Q	yes			"This relation belongs in BFO/RO, and will be in BFO 2|This clarifies that only specifically dependent continuants inhere in (specifically) one independent continuant over all time. For GDCs, there in implicitly inherence to all the independent continuants in which the concretizations inhere. Should add a 'cardinality 1' restriction to the definition of specifically dependent continuant."						
750	O	obo:	RO_0000053	bearer of	BFO	Q	yes									
751	O	obo:	RO_0000056	participates in	BFO	Q	yes									
752	O	obo:	RO_0000057	has participant	BFO	Q	yes									
753	O	obo:	RO_0001000	derives from	BFO	Q	yes									
754	O	obo:	RO_0001015	location of	BFO	Q	yes									
755	O	obo:	RO_0001018	contained in	BFO	Q	yes									
756	O	obo:	RO_0001019	contains	BFO	Q	yes									
757	O	obo:	RO_0001025	located in	BFO	Q	yes									
758	O	obo:	RO_0002220	adjacent to	BFO	M	no	Is this needed in our domain?								
759	O	obo:	RO_0002233	has input	BFO	Q	yes									
760	O	obo:	RO_0002234	has output	BFO	Q	yes									
761	O	obo:	RO_0002350	member of	BFO	Q	yes									
762	O	obo:	RO_0002351	has member	BFO	Q	yes									
763	O	obo:	RO_0002353	output of	BFO	Q	yes									
764	O	obo:	RO_0003000	produces	BFO	Q	yes		"a produces b if some process that occurs_in a has_output b, where a and b are material entities. Examples: hybridoma cell line produces monoclonal antibody reagent; chondroblast produces avascular GAG-rich matrix."					Melissa Haendel		
765	O	obo:	RO_0003001	produced by	BFO	Q	yes									
766	O	owl:	DeprecatedProperty	deprecated property	ALL	Q	yes									
767	O	owl:	sameAs	same as	ALL	Q	yes									
768	O	owl:	topObjectProperty	(top object property)	ALL	Q	yes									
769	O	ro:	has_agent	has agent	NA	U	no									
770	O	skos4:	broader	broader concept	SKOS	R	yes		Public description modified from the information on this page: http://www.w3.org/TR/2005/WD-swbp-skos-core-guide-20050510/#sechierarchy .							
771	O	skos4:	narrower	narrower concept	SKOS	R	yes		Public description modified from the information on this page: http://www.w3.org/TR/2005/WD-swbp-skos-core-guide-20050510/#sechierarchy .							
772	O	skos4:	related	related concept	SKOS	R	yes									
773	O	swo:	SWO_0000740	implements	SWO	R	yes									
774	O	swo:	SWO_0000741	is encoded in	SWO	R	yes									
775	O	vcard:	hasAddress	has address	VIVO	D	no									
776	O	vcard:	hasCalendarLink	has calendar link	NA	N	no									
777	O	vcard:	hasCalendarRequest	has calendar request	NA	N	no									
778	O	vcard:	hasCalenderBusy	has calendar busy	NA	N	no									
779	O	vcard:	hasCategory	has category	NA	N	no									
780	O	vcard:	hasEmail	has email	IAO	R	yes									
781	O	vcard:	hasFormattedName	has formatted name	VIVO	R	yes									
782	O	vcard:	hasGeo	has geo	GAZ	D	no									
783	O	vcard:	hasInstantMessage	has messaging	NA	N	no									
784	O	vcard:	hasKey	has key	NA	N	no									
785	O	vcard:	hasLanguage	has language	VIVO	D	no									
786	O	vcard:	hasLogo	has logo	VIVO	D	no									
787	O	vcard:	hasMember	member	VIVO	D	no									
788	O	vcard:	hasName	has name	VIVO	D	no									
789	O	vcard:	hasNickname	has nickname	VIVO	D	no									
790	O	vcard:	hasNote	has note	NA	N	no									
791	O	vcard:	hasOrganizationalUnitName	has organizational unit name	ORG	D	no									
792	O	vcard:	hasOrganizationName	has organization name	ORG	D	no									
793	O	vcard:	hasPhoto	has photo	VIVO	D	no									
794	O	vcard:	hasRelated	has related	NA	N	no									
795	O	vcard:	hasSound	has sound	NA	N	no									
796	O	vcard:	hasTelephone	has telephone	VIVO	D	no									
797	O	vcard:	hasTimeZone	has time zone	TIME	D	no									
798	O	vcard:	hasTitle	has title	VIVO	D	no									
799	O	vcard:	hasURL	has URL	VIVO	D	no									
800	O	vivo:	AffiliatedOrganization	has affiliated organization	ORG	M	no									
801	O	vivo:	AssignedBy	assigned by	VIVO	U	no	See Early Thoughts on Roles and Relationships	Relates a Relationship (as a predicate or n-ary relation over one or more Thing) to an Agent that defined or instantiated the predicate instance. 							
802	O	vivo:	Assignee	assignee	VIVO	U	no	See Early Thoughts on Roles and Relationships								
803	O	vivo:	AssigneeFor	assignee for patent	VIVO	U	no	See Early Thoughts on Roles and Relationships								
804	O	vivo:	Assigns	assigns	VIVO	U	no	See Early Thoughts on Roles and Relationships								
805	O	vivo:	conceptAssociatedWith	concept for	VIVO	U	no									
806	O	vivo:	confirmedOrcidId	Orcid ID confirmation	VIVO	C	yes	Becomes a quality								
807	O	vivo:	contributingRole	contributor	VIVO	U	no	See Early Thoughts on Roles and Relationships								
808	O	vivo:	dateFiled	date filed	VIVO	R	yes	Needs analysis -- semantics for time instants								
809	O	vivo:	dateIssued	date issued	VIVO	R	yes	Needs analysis -- semantics for time instants								
810	O	vivo:	dateTimeInterval	date/time interval	VIVO	U	no	Needs analysis -- semantics for time instants								
811	O	vivo:	dateTimePrecision	date/time precision	TIME	R	yes									
812	O	vivo:	dateTimeValue	date/time value	TIME	R	yes									
813	O	vivo:	degreeCandidacy	degree candidacy	VIVO	C	yes	Candidacy is a role								
814	O	vivo:	distributes	distributes	VIVO	U	no									
815	O	vivo:	distributesFundingFrom	distributes funding from	RAO	R	yes									
816	O	vivo:	eligibleFor	credential eligibility attained	VIVO	U	no	Not needed?								
817	O	vivo:	end	end	TIME	R	yes	Needs analysis -- semantics for time instants								
818	O	vivo:	equipmentFor	equipment for	ERO	R	yes	Find in ERO								
819	O	vivo:	expirationDate	expiration date	TIME	R	yes	Needs analysis -- semantics for time instants								
820	O	vivo:	facilityFor		VIVO	R	yes									
821	O	vivo:	featuredIn	featured in	VIVO	U	no	Use is about to refer an article to a person								
822	O	vivo:	features	features	VIVO	U	no	See above			This is done through a restriction on the foaf:Person class.					
823	O	vivo:	fundingVehicleFor	provides funding for	RAO	D	no									
824	O	vivo:	geographicFocus	geographic focus	VIVO	R	yes	has Geogrtahics Focus								
825	O	vivo:	geographicFocusOf	geographic focus of	VIVO	R	yes	can be inferred								
826	O	vivo:	governingAuthorityFor	governing authority for	VIVO	U	no	no definition								
827	O	vivo:	grantSubcontractedThrough	subcontracted through	RAO	R	yes	Is this in the VIVO domain?								
828	O	vivo:	hasAssociatedConcept	associated concept	VIVO	D	no									
829	O	vivo:	hasCollaborator	has collaborator	VIVO	R	yes									
830	O	vivo:	hasEquipment	has equipment	ERO	R	yes	Find in ERO								
831	O	vivo:	hasFacility	has facility	ERO	R	yes	Find in ERO								
832	O	vivo:	hasFundingVehicle	funding provided via	RAO	R	yes									
833	O	vivo:	hasGoverningAuthority	governing authority	VIVO	U	no	no definition								
834	O	vivo:	hasPredecessorOrganization	predecessor organization	ORG	R	yes									
835	O	vivo:	hasPrerequisite	has prerequisite	VIVO	M	no	Is this needed?								
836	O	vivo:	hasProceedings	proceedings	VIVO	M	no	Is this needed?								
837	O	vivo:	hasPublicationVenue	published in	VIVO	M	no	"Perhaps ""appears in"" meets several cases?"								
838	O	vivo:	hasResearchArea	research areas	VIVO	M	no	Need to review association of concepts to entities								
839	O	vivo:	hasSubjectArea	has subject area	IAO	D	no	Use is about to relate an article to a concept								
840	O	vivo:	hasSuccessorOrganization	successor organization	ORG	R	yes									
841	O	vivo:	hasTranslation	has translation	VIVO	M	no	Perhaps			Examples shows a book has French language version. Public description source: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html .					
842	O	vivo:	informationResourceSupportedBy	supported by	VIVO	U	no	Not in domain								
843	O	vivo:	offeredBy	offered by	VIVO	U	no									
844	O	vivo:	offers	offers	VIVO	U	no	Offers is a role								
845	O	vivo:	orcidId	ORCID iD	VIVO	C	yes				This is now an object property where the object value is a resource of the form <http://orcid.org/NNNN-NNNN-NNNN-NNNN>.  This is to support connecting VIVO and ORCID in the linked data web.   Note: a person can have multiple ORCID iDs.					
846	O	vivo:	prerequisiteFor	prerequisite for	VIVO	M	no	Is this needed?								
847	O	vivo:	proceedingsOf	proceedings of	VIVO	M	no	Perhaps								
848	O	vivo:	providesFundingThrough	provides funding through	RAO	M	no	Perhaps 			"For example, National Science Foundation providesFundingThrough Graduate Research Fellowship Program; National Institutes of Health providesFundingThrough National Center for Research Resources. "					
849	O	vivo:	publicationVenueFor	publication venue for	VIVO	D	no	appears in								
850	O	vivo:	publisher	publisher	VIVO	R	yes	hasPublisher			Public Definition source (http://www.answers.com/topic/publisher).					
851	O	vivo:	publisherOf	publisher of	VIVO	R	yes	infer			Public Definition source (http://www.answers.com/topic/publisher).					
852	O	vivo:	relatedBy	related by	VIVO	N	no	See Early Thoughts on Roles and Relationships	Relates a Thing to a Relationship as a Thing that is somehow related to other Thing in the same Relationship instance. A Relationship instnace is a predicate over Thing and is created by an Agent.							
853	O	vivo:	relates	relates	VIVO	N	no	See Early Thoughts on Roles and Relationships	Relates a Relationship instance to the one or more Thing of the Relationship. There is a separate property (assigned by) to relate to the Agent that defines the Relationship.							
854	O	vivo:	reproduces	reproduces	VIVO	M	no	Is this needed?								
855	O	vivo:	researchAreaOf	research area of	VIVO	R	yes									
856	O	vivo:	reviewedIn	reviewed in	VIVO	R	yes	Needs analysis								
857	O	vivo:	roleContributesTo	contributes to	VIVO	U	no	See Early Thoughts on Roles and Relationships								
858	O	vivo:	sponsoredBy	award sponsored by	VIVO	U	no									
859	O	vivo:	sponsors	sponsors award or honor	VIVO	C	yes	Sponsor is a role								
860	O	vivo:	start	start	VIVO	R	yes	Needs analysis -- semantics for time instants								
861	O	vivo:	subcontractsGrant	subcontracts grant	RAO	R	yes	Is this in the VIVO domain?								
862	O	vivo:	subjectAreaOf	subject area of	VIVO	D	no	Needs analysis								
863	O	vivo:	supportedBy	supported by	RAO	D	no	Use output of								
864	O	vivo:	supportedInformationResource	supported publications or other works	RAO	D	no	Use output of								
865	O	vivo:	supports	supports	RAO	R	yes	funding support								
866	O	vivo:	translatorOf	translator of	VIVO	R	yes	See Early Thoughts regarding Languages								
867	O	vivo:	validIn	valid in	VIVO	U	no	No definition								
868	O	vivosr:	AccessProvidedBy	access provided by	OBI	D	no									
869	O	vivosr:	documentationFor	documentation for project or resource	OBI	D	no									
870	O	vivosr:	protocolRealizedBy	protocol realized by	OBI	D	no									
